protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class
42.4,53.1,21.4,6.4,7.5,610.0,medium
22.7,32.3,21.8,10.2,15.5,428.0,medium
24.8,59.2,7.1,15.7,0.0,370.0,low
7.5,109.9,13.5,11.3,22.9,580.0,medium
24.2,52.9,19.7,8.0,4.3,517.0,medium
25.7,77.3,16.0,9.9,0.0,556.0,medium
32.8,62.3,27.3,0.7,33.5,614.0,medium
26.0,41.8,22.3,10.6,30.8,496.0,medium
30.2,44.9,21.9,13.4,19.6,473.0,medium
16.7,5.5,22.6,5.7,18.2,287.0,low
3.5,43.7,35.6,14.8,20.6,520.0,medium
35.3,72.4,34.3,10.9,9.6,698.0,medium
25.9,85.7,23.9,8.3,18.6,651.0,medium
27.9,52.2,7.2,4.8,7.7,375.0,low
15.3,41.3,21.3,5.1,29.7,372.0,low
45.2,41.7,7.8,12.8,14.5,418.0,medium
18.7,36.3,5.7,4.4,20.5,276.0,low
36.7,46.5,9.6,0.0,19.0,400.0,low
25.0,73.1,11.3,7.7,21.0,493.0,medium
50.5,46.9,6.4,10.3,4.7,474.0,medium
45.6,42.1,18.3,4.5,22.3,507.0,medium
40.2,22.2,10.2,10.1,0.0,353.0,low
9.2,80.7,15.3,2.7,11.9,519.0,medium
36.4,70.7,8.0,11.6,28.3,492.0,medium
32.5,48.6,5.8,8.5,21.9,356.0,low
8.1,27.8,19.7,8.6,15.1,298.0,low
17.4,2.3,24.6,9.7,27.0,312.0,low
52.6,74.5,14.3,8.3,16.5,629.0,medium
31.6,27.4,29.7,9.6,14.0,450.0,medium
24.4,82.2,12.7,15.9,10.2,543.0,medium
31.2,42.9,23.8,7.0,26.1,488.0,medium
50.8,0.2,18.8,7.5,15.7,370.0,low
37.0,51.7,16.5,6.5,4.4,492.0,medium
33.2,52.0,17.5,4.9,23.4,513.0,medium
39.3,79.1,28.9,5.1,38.9,729.0,high
22.0,40.3,10.7,3.5,1.5,305.0,low
22.2,42.5,19.9,2.8,6.9,376.0,low
45.8,49.5,24.9,7.5,7.9,582.0,medium
21.1,57.4,9.4,9.0,13.1,444.0,medium
29.7,40.8,15.4,17.9,16.9,433.0,medium
20.5,57.5,14.1,2.2,25.8,421.0,medium
32.7,57.8,31.6,13.9,21.6,601.0,medium
27.2,24.7,27.7,11.2,3.4,397.0,low
16.7,32.4,17.5,13.9,16.5,365.0,low
36.6,15.1,27.0,2.4,12.3,502.0,medium
40.1,35.3,9.6,7.4,0.5,388.0,low
4.2,76.6,19.7,11.2,23.1,486.0,medium
45.5,64.6,21.2,10.0,15.9,637.0,medium
20.0,59.5,18.2,8.8,14.3,485.0,medium
18.1,44.9,19.1,8.7,7.1,418.0,medium
1.8,45.3,23.0,1.4,16.6,365.0,low
24.2,64.0,17.9,6.5,7.0,527.0,medium
27.6,51.3,27.3,14.1,4.8,531.0,medium
33.3,86.0,18.4,10.5,12.6,574.0,medium
11.9,21.8,18.9,7.6,9.1,286.0,low
25.5,55.1,23.3,6.6,6.1,517.0,medium
14.6,56.6,22.6,5.3,24.1,510.0,medium
10.0,46.9,20.7,8.6,8.0,380.0,low
19.4,40.6,25.5,2.1,12.1,434.0,medium
32.8,52.5,28.9,4.1,29.4,603.0,medium
28.3,60.8,19.6,7.5,2.9,530.0,medium
17.9,2.1,22.1,4.4,23.4,278.0,low
25.1,2.4,18.7,12.7,13.4,288.0,low
23.9,26.9,8.1,10.3,5.3,257.0,low
2.9,10.9,23.5,10.3,16.3,325.0,low
27.9,32.6,20.6,3.6,31.5,400.0,low
39.7,46.6,11.1,5.0,13.5,422.0,medium
40.0,23.3,10.6,7.7,30.1,305.0,low
31.8,62.8,12.9,3.3,0.0,496.0,medium
31.8,20.4,26.9,6.0,0.0,466.0,medium
34.3,24.8,29.1,1.7,0.0,479.0,medium
26.5,37.2,15.4,5.4,23.1,409.0,medium
0.0,54.0,27.3,9.2,10.7,441.0,medium
4.5,65.8,32.2,0.6,21.2,546.0,medium
14.8,21.5,32.3,14.6,25.2,439.0,medium
24.0,52.3,21.8,3.8,23.9,462.0,medium
20.7,73.5,27.4,3.9,4.1,605.0,medium
22.6,49.7,14.2,7.2,14.0,343.0,low
26.2,25.3,12.5,10.7,19.4,315.0,low
37.8,32.9,14.7,7.5,17.2,417.0,medium
41.3,48.4,15.2,9.1,31.4,415.0,medium
42.6,37.2,32.0,12.2,6.5,555.0,medium
19.8,50.7,12.1,7.5,11.0,379.0,low
11.3,34.2,31.5,14.0,10.2,470.0,medium
22.3,58.2,24.0,9.6,26.5,466.0,medium
15.1,53.0,34.4,7.8,25.0,588.0,medium
41.9,54.9,24.6,0.0,3.1,582.0,medium
19.6,24.3,22.1,6.1,25.0,366.0,low
36.2,72.0,23.1,1.3,3.6,641.0,medium
22.6,60.0,18.4,11.8,11.3,497.0,medium
31.7,82.3,18.9,12.2,6.1,604.0,medium
39.7,73.6,28.3,14.3,5.0,701.0,high
31.5,58.0,19.1,11.8,11.3,486.0,medium
43.6,74.1,20.3,16.3,21.0,631.0,medium
45.9,57.2,17.4,14.6,11.4,540.0,medium
14.1,78.7,21.6,7.5,13.5,548.0,medium
27.5,62.0,19.7,7.3,6.3,520.0,medium
13.4,38.6,21.6,11.5,15.8,439.0,medium
30.8,48.5,0.0,17.4,10.9,323.0,low
27.4,36.6,18.5,8.3,30.5,408.0,medium
18.1,34.5,21.0,3.6,8.0,347.0,low
11.5,63.3,27.7,11.8,7.9,547.0,medium
33.1,63.9,28.7,0.0,16.4,648.0,medium
29.2,12.8,20.3,11.8,29.2,377.0,low
29.9,52.0,13.5,1.1,15.0,424.0,medium
34.8,78.2,12.0,9.3,2.7,604.0,medium
28.6,76.5,20.8,0.0,12.7,602.0,medium
18.0,82.1,34.7,6.1,0.0,726.0,high
28.1,37.4,17.9,9.9,24.3,472.0,medium
30.3,60.2,35.7,4.9,3.7,613.0,medium
30.6,53.9,13.4,6.5,25.1,445.0,medium
33.8,25.5,23.8,6.5,12.1,454.0,medium
24.9,34.4,24.7,3.5,19.9,489.0,medium
27.2,66.4,21.3,5.2,10.0,647.0,medium
33.5,78.9,31.7,0.0,30.6,734.0,high
35.3,64.1,1.3,11.8,11.7,486.0,medium
40.6,62.8,18.7,7.6,2.5,577.0,medium
14.8,57.4,22.1,5.8,0.0,477.0,medium
24.2,64.8,24.9,4.4,20.9,614.0,medium
23.8,61.5,31.4,11.4,24.9,587.0,medium
21.8,34.0,33.0,9.5,29.0,534.0,medium
3.3,51.3,24.7,11.6,4.4,474.0,medium
35.6,49.3,27.3,8.4,17.0,544.0,medium
33.2,62.5,16.8,0.0,6.9,599.0,medium
37.0,15.0,20.3,12.7,21.4,407.0,medium
31.7,48.3,22.2,13.8,0.0,562.0,medium
29.3,76.0,18.7,8.9,19.8,538.0,medium
14.7,53.1,15.0,8.7,18.8,394.0,low
25.5,87.9,26.1,1.8,13.6,699.0,medium
31.7,104.2,30.8,10.8,21.8,887.0,high
23.1,29.7,34.0,0.1,13.6,506.0,medium
23.7,32.3,11.0,4.9,13.9,346.0,low
24.5,64.1,10.4,8.2,5.1,444.0,medium
26.4,50.9,25.3,11.2,5.6,534.0,medium
3.7,35.3,28.7,5.9,22.3,420.0,medium
37.2,44.7,16.2,7.6,12.6,453.0,medium
18.9,63.3,21.4,11.0,9.9,570.0,medium
19.3,52.1,18.0,12.5,13.8,418.0,medium
23.6,61.0,20.7,13.4,19.3,505.0,medium
41.2,64.0,32.5,9.4,20.7,745.0,high
18.5,70.3,9.1,4.9,15.7,409.0,medium
9.0,83.3,20.7,6.4,0.5,539.0,medium
32.6,44.7,16.5,10.5,11.8,473.0,medium
11.3,46.9,39.8,15.7,5.7,573.0,medium
11.1,60.0,28.2,5.1,6.8,522.0,medium
1.3,8.7,15.4,3.7,16.0,211.0,low
7.8,51.5,26.6,11.3,20.2,490.0,medium
25.6,33.9,31.6,8.2,0.0,521.0,medium
35.2,27.9,11.1,7.1,28.6,316.0,low
24.2,17.9,20.2,6.6,12.6,324.0,low
23.9,59.0,17.8,4.3,8.3,548.0,medium
13.0,69.4,33.0,10.1,7.0,630.0,medium
46.7,52.0,26.6,8.2,7.4,619.0,medium
24.1,58.7,16.8,6.3,4.5,508.0,medium
19.3,42.4,13.2,7.3,1.4,350.0,low
18.6,34.5,10.2,6.0,12.7,314.0,low
20.4,52.4,31.7,9.2,6.8,613.0,medium
31.1,70.4,25.5,5.7,8.3,664.0,medium
17.4,15.2,12.4,10.7,23.5,254.0,low
27.4,65.2,17.5,0.1,19.3,554.0,medium
25.6,49.2,14.6,6.7,10.4,454.0,medium
28.2,28.0,32.8,6.4,24.4,505.0,medium
30.9,42.8,16.5,12.1,4.3,473.0,medium
30.2,54.8,15.0,5.8,0.0,455.0,medium
35.7,12.5,8.6,5.5,30.5,263.0,low
21.7,69.1,14.1,6.4,18.9,440.0,medium
19.7,83.7,20.8,3.5,22.7,581.0,medium
34.4,75.4,35.1,5.8,21.0,791.0,high
27.7,72.7,21.9,3.8,20.0,598.0,medium
17.6,57.5,20.4,8.2,19.3,513.0,medium
42.7,66.4,26.4,7.3,13.6,646.0,medium
15.4,10.2,21.1,0.9,9.2,273.0,low
26.6,46.3,16.1,0.0,18.8,438.0,medium
31.4,18.3,14.1,11.2,5.7,386.0,low
27.6,57.9,26.2,7.6,21.7,563.0,medium
26.6,0.0,10.8,12.0,6.0,116.0,low
27.2,77.8,18.0,9.6,21.4,606.0,medium
8.2,46.3,19.8,11.6,17.9,378.0,low
38.2,27.6,30.7,11.4,17.5,544.0,medium
22.9,63.3,18.4,5.3,11.2,521.0,medium
31.0,49.5,15.3,12.1,24.4,457.0,medium
13.3,26.7,19.6,6.5,23.1,354.0,low
25.6,43.5,36.6,11.9,2.7,600.0,medium
6.3,50.3,18.4,13.1,12.6,419.0,medium
25.0,55.4,4.4,8.0,12.4,389.0,low
18.0,71.8,14.5,10.4,19.4,480.0,medium
25.3,40.1,13.6,11.5,16.5,422.0,medium
27.0,9.8,14.0,8.7,28.0,254.0,low
15.7,4.0,33.7,4.5,12.3,398.0,low
24.7,20.2,22.5,11.4,22.2,379.0,low
24.4,66.5,36.2,4.1,8.6,701.0,high
39.1,49.8,20.0,12.1,5.7,570.0,medium
21.3,47.0,18.8,5.7,18.2,488.0,medium
33.3,64.0,13.3,8.3,8.0,484.0,medium
11.1,67.9,18.2,11.5,15.1,488.0,medium
40.9,84.3,29.6,7.2,13.0,721.0,high
6.3,53.2,27.7,7.3,22.6,434.0,medium
25.8,53.7,11.1,2.7,28.6,439.0,medium
33.5,67.1,14.2,0.0,17.2,554.0,medium
13.2,28.4,29.2,11.6,26.0,408.0,medium
5.9,49.3,20.1,9.3,37.0,455.0,medium
9.3,35.2,21.4,8.0,34.4,289.0,low
38.5,59.5,30.8,8.1,6.3,688.0,medium
27.0,30.9,23.4,8.7,0.0,422.0,medium
21.7,24.6,28.1,8.7,16.8,394.0,low
18.9,75.7,11.8,9.5,36.3,493.0,medium
44.0,6.8,21.6,6.7,11.2,389.0,low
18.9,38.7,19.6,7.1,7.5,411.0,medium
20.9,46.6,7.1,10.8,12.7,354.0,low
34.5,24.9,25.1,4.6,34.0,462.0,medium
18.9,67.4,8.6,10.0,3.2,427.0,medium
22.1,63.6,25.3,16.9,0.0,586.0,medium
30.7,26.6,17.7,10.3,0.0,380.0,low
39.4,55.4,24.3,11.7,8.1,621.0,medium
6.3,43.9,8.8,8.3,22.9,329.0,low
21.4,33.3,13.2,7.7,7.7,322.0,low
38.0,35.6,20.8,8.4,0.0,445.0,medium
27.9,41.3,11.3,6.9,11.4,372.0,low
21.0,42.1,21.4,4.7,1.4,420.0,medium
20.9,41.7,19.2,8.7,23.1,408.0,medium
23.5,36.7,22.1,16.2,32.6,440.0,medium
37.2,43.0,30.5,8.3,9.6,586.0,medium
20.5,46.9,25.8,10.5,12.0,556.0,medium
13.3,39.7,25.0,0.0,20.0,420.0,medium
37.2,51.9,34.1,16.2,21.5,714.0,high
28.7,48.6,12.6,10.2,15.7,407.0,medium
26.9,60.9,8.8,10.2,14.1,463.0,medium
27.2,60.8,16.3,4.8,17.5,489.0,medium
23.9,63.3,25.6,11.7,8.6,582.0,medium
24.4,41.2,23.6,15.4,19.5,440.0,medium
21.5,30.0,33.0,3.1,9.8,455.0,medium
24.2,15.7,21.8,0.0,31.2,346.0,low
27.4,31.6,24.9,8.0,8.2,402.0,medium
25.2,49.0,9.3,3.1,21.3,434.0,medium
23.0,73.1,19.3,4.2,4.4,568.0,medium
17.3,52.1,21.6,9.1,12.6,488.0,medium
14.4,38.1,28.0,4.7,11.1,461.0,medium
26.8,5.0,26.3,12.6,0.0,382.0,low
15.8,18.4,11.6,9.4,18.2,280.0,low
19.0,24.7,23.1,0.0,8.3,416.0,medium
33.7,61.1,33.2,8.5,24.2,704.0,high
0.0,37.8,35.7,4.4,18.0,489.0,medium
21.7,53.0,29.5,13.6,0.0,570.0,medium
33.9,48.3,26.5,4.5,8.9,548.0,medium
24.4,48.8,14.7,14.6,5.1,446.0,medium
20.9,62.1,13.1,6.9,27.4,417.0,medium
30.6,62.0,17.8,3.3,9.0,525.0,medium
20.2,46.6,22.5,5.3,17.8,482.0,medium
32.5,37.4,22.5,10.7,21.6,446.0,medium
25.9,30.5,14.5,1.0,14.4,362.0,low
26.7,65.0,11.1,14.0,28.0,453.0,medium
13.0,60.6,18.1,6.9,17.8,448.0,medium
26.7,21.9,15.0,10.3,13.4,348.0,low
13.0,41.1,10.4,11.9,20.9,261.0,low
17.7,59.2,14.7,7.3,17.5,423.0,medium
24.9,48.1,22.6,5.6,24.9,505.0,medium
30.6,48.0,3.8,7.6,16.1,409.0,medium
37.4,27.5,39.6,7.5,34.0,644.0,medium
35.5,36.8,21.8,0.9,0.0,508.0,medium
16.9,17.5,15.0,8.8,8.4,284.0,low
41.4,53.8,22.6,7.4,19.8,580.0,medium
24.3,51.6,30.5,6.7,10.4,596.0,medium
33.6,53.4,18.9,5.9,18.0,487.0,medium
30.7,20.0,21.9,11.6,5.2,363.0,low
14.9,54.0,21.5,6.1,10.0,472.0,medium
27.9,60.5,8.5,5.0,32.1,402.0,medium
25.9,33.0,15.8,8.4,13.4,332.0,low
18.8,51.8,5.7,9.9,15.7,375.0,low
28.0,75.4,18.7,0.0,20.1,522.0,medium
36.8,28.7,17.7,5.8,0.0,421.0,medium
34.2,61.6,16.2,4.9,16.1,541.0,medium
8.7,50.2,21.9,9.1,27.4,497.0,medium
22.2,44.7,24.1,3.8,17.2,442.0,medium
35.4,51.3,27.8,7.2,11.9,583.0,medium
32.7,44.0,9.9,14.9,0.0,331.0,low
28.9,40.3,20.9,1.9,14.8,439.0,medium
27.5,56.8,23.2,1.8,24.6,572.0,medium
16.5,62.9,18.8,1.5,15.2,480.0,medium
29.3,28.8,20.2,8.2,9.5,387.0,low
28.4,79.1,21.3,9.5,25.1,655.0,medium
29.3,38.0,15.0,13.5,7.4,368.0,low
42.1,54.8,6.1,9.6,15.9,442.0,medium
26.9,35.0,22.1,8.8,16.8,430.0,medium
16.7,47.2,11.0,11.3,0.0,335.0,low
15.5,58.0,13.0,8.3,24.8,420.0,medium
49.5,39.8,21.5,4.9,10.5,584.0,medium
29.8,29.5,24.0,8.4,8.2,443.0,medium
32.3,75.7,15.6,5.6,9.4,542.0,medium
34.3,27.6,23.5,3.1,23.8,449.0,medium
22.5,72.5,30.0,10.6,13.4,659.0,medium
20.3,35.9,34.1,9.0,24.8,495.0,medium
14.6,73.7,17.5,12.0,14.9,546.0,medium
24.4,63.2,18.5,8.3,14.8,524.0,medium
17.1,38.1,14.8,7.8,26.1,360.0,low
41.0,55.9,25.9,8.3,26.0,577.0,medium
13.8,44.5,17.4,9.0,28.7,393.0,low
24.0,64.8,23.2,4.6,0.0,547.0,medium
2.9,50.9,24.1,15.2,16.7,474.0,medium
23.7,89.2,28.9,6.7,4.8,712.0,high
32.9,48.7,21.6,13.9,13.0,560.0,medium
8.0,56.8,32.9,8.4,17.9,465.0,medium
27.8,49.4,13.7,11.2,0.0,411.0,medium
17.4,32.9,21.8,6.4,30.5,389.0,low
33.6,20.4,2.6,5.7,6.4,262.0,low
40.0,32.4,25.1,11.0,1.6,536.0,medium
24.6,64.7,25.0,10.9,0.0,552.0,medium
40.6,18.9,23.7,14.5,3.2,444.0,medium
50.3,1.9,13.2,5.1,13.9,338.0,low
30.1,45.4,26.7,7.4,0.0,528.0,medium
28.1,63.3,29.2,13.3,8.0,602.0,medium
25.8,33.9,14.3,14.2,2.7,357.0,low
17.4,96.4,13.4,8.0,23.2,575.0,medium
38.8,32.8,37.4,1.9,3.4,671.0,medium
26.5,47.7,8.6,10.8,4.9,384.0,low
32.2,66.3,9.5,3.9,19.8,455.0,medium
16.5,33.9,26.6,11.3,17.3,462.0,medium
35.1,63.2,14.2,12.5,9.2,522.0,medium
40.9,53.0,23.9,4.6,16.0,553.0,medium
17.0,57.9,7.1,8.5,16.1,371.0,low
34.2,60.5,28.8,7.5,24.9,645.0,medium
19.0,49.0,19.3,9.0,0.0,494.0,medium
22.8,65.9,17.4,15.0,1.9,470.0,medium
16.7,43.2,14.9,1.3,17.6,329.0,low
22.8,24.2,8.1,7.1,0.0,204.0,low
7.6,19.9,14.2,8.5,17.1,241.0,low
33.9,77.6,16.6,12.4,20.8,565.0,medium
15.5,16.0,11.4,6.3,20.5,212.0,low
26.6,64.5,6.3,9.8,2.6,349.0,low
20.0,39.6,17.7,11.0,16.5,476.0,medium
23.3,52.2,20.0,8.2,3.3,462.0,medium
30.7,53.2,0.0,8.7,17.5,327.0,low
39.0,27.7,10.6,11.5,40.1,358.0,low
22.5,80.5,36.8,8.1,11.4,758.0,high
19.5,51.1,20.3,12.6,20.9,448.0,medium
36.8,19.4,24.4,11.5,20.1,509.0,medium
15.6,40.0,31.5,10.6,26.5,538.0,medium
22.8,41.9,15.9,12.4,15.6,388.0,low
22.4,49.3,24.9,3.4,17.9,534.0,medium
25.7,79.5,21.5,4.9,5.9,603.0,medium
19.7,38.7,15.0,15.5,20.2,381.0,low
25.5,100.0,10.3,15.8,7.9,605.0,medium
0.0,54.6,12.1,10.8,12.4,324.0,low
14.6,68.5,6.4,3.6,10.1,387.0,low
25.3,55.0,19.9,3.9,7.1,499.0,medium
18.4,56.0,24.1,8.2,11.1,490.0,medium
28.7,40.2,16.9,4.5,13.6,407.0,medium
34.0,71.5,0.0,5.4,13.4,456.0,medium
19.4,65.4,11.0,7.1,17.6,504.0,medium
17.3,62.2,44.8,8.3,29.0,712.0,high
27.0,62.5,19.6,2.9,19.3,504.0,medium
44.6,28.5,13.3,10.9,25.1,426.0,medium
31.8,34.7,31.8,12.5,11.1,618.0,medium
29.7,23.0,19.6,10.0,18.2,399.0,low
9.5,58.9,25.8,8.1,13.6,478.0,medium
22.0,33.8,19.9,3.9,15.2,370.0,low
21.1,38.0,31.8,5.4,0.0,529.0,medium
15.2,56.5,24.1,4.9,15.6,519.0,medium
21.2,73.4,20.8,6.4,0.0,541.0,medium
29.2,65.4,22.3,5.0,0.4,629.0,medium
18.0,22.2,0.3,12.8,1.8,181.0,low
11.3,39.2,17.3,10.6,18.1,287.0,low
15.2,52.6,33.5,10.3,19.4,587.0,medium
37.0,53.3,11.7,9.4,19.8,464.0,medium
27.2,58.9,15.2,8.5,6.5,500.0,medium
39.0,72.0,19.0,13.9,12.0,611.0,medium
21.8,65.5,13.6,6.7,12.8,438.0,medium
12.6,53.6,9.9,8.2,19.5,383.0,low
25.6,41.0,11.7,11.6,19.1,399.0,low
34.3,36.4,14.9,4.8,5.9,425.0,medium
0.0,49.4,15.0,15.2,21.9,340.0,low
31.8,56.2,12.6,8.0,26.4,455.0,medium
28.6,10.4,3.0,13.0,5.9,198.0,low
20.3,43.4,24.9,6.2,22.3,535.0,medium
18.2,56.8,14.6,4.2,0.5,431.0,medium
18.3,53.7,16.5,1.6,19.3,485.0,medium
27.3,58.4,2.2,3.0,26.2,308.0,low
34.8,65.1,15.3,11.7,12.2,539.0,medium
22.0,33.9,21.2,6.7,2.8,384.0,low
36.0,74.7,15.8,7.2,3.2,600.0,medium
33.3,73.7,23.2,3.6,27.5,680.0,medium
24.2,33.3,13.8,8.9,16.4,312.0,low
29.7,50.6,11.0,2.5,5.2,457.0,medium
21.2,41.5,9.8,2.6,27.2,348.0,low
18.9,6.2,0.0,14.3,12.3,56.0,low
33.8,39.4,30.7,0.7,5.5,554.0,medium
16.2,6.1,30.0,12.4,16.7,365.0,low
27.0,37.6,25.6,9.5,3.3,467.0,medium
31.4,12.4,12.7,5.1,28.4,323.0,low
30.2,91.8,27.1,10.5,22.6,783.0,high
26.4,32.2,19.6,19.9,27.3,431.0,medium
56.5,48.0,23.2,4.0,4.7,610.0,medium
31.3,5.6,6.7,11.6,17.1,212.0,low
28.2,51.6,25.0,8.8,6.4,576.0,medium
16.3,71.2,18.5,17.0,1.8,520.0,medium
36.1,43.0,25.2,14.7,22.9,502.0,medium
29.8,18.6,32.0,9.2,18.2,461.0,medium
20.2,55.4,17.1,0.0,0.7,425.0,medium
24.1,39.2,15.3,9.7,1.3,374.0,low
42.0,50.7,25.8,1.0,13.5,625.0,medium
28.1,42.7,28.0,11.1,6.5,565.0,medium
31.7,61.8,11.7,8.1,24.2,484.0,medium
16.5,55.2,27.3,3.6,1.4,508.0,medium
22.6,28.5,20.2,8.2,16.2,358.0,low
25.0,82.2,24.9,10.1,6.9,667.0,medium
27.8,40.8,28.4,9.9,16.9,478.0,medium
36.7,47.4,14.3,13.3,13.7,405.0,medium
32.0,69.1,18.5,6.8,9.2,552.0,medium
30.4,47.2,26.5,6.1,36.7,527.0,medium
39.0,44.8,25.6,10.4,32.4,595.0,medium
19.2,50.6,27.5,10.9,10.7,528.0,medium
13.3,81.8,19.6,12.2,8.9,583.0,medium
32.1,51.7,3.6,8.4,18.9,340.0,low
13.8,24.3,25.9,2.6,18.2,430.0,medium
22.4,35.6,17.4,11.7,5.6,361.0,low
18.2,41.1,9.4,2.5,7.5,380.0,low
31.6,41.9,20.1,6.1,14.1,496.0,medium
13.2,31.9,15.3,5.2,12.2,332.0,low
13.8,66.5,19.4,5.1,13.0,459.0,medium
16.4,0.0,4.9,7.0,32.4,172.0,low
47.9,67.4,12.2,7.7,13.2,544.0,medium
52.6,19.0,24.4,6.3,16.3,514.0,medium
21.6,62.9,15.3,2.4,9.6,505.0,medium
13.1,62.7,23.7,12.8,13.4,533.0,medium
28.3,40.5,24.7,0.1,12.2,482.0,medium
26.8,28.7,17.9,8.2,22.1,446.0,medium
16.8,78.3,13.4,4.0,0.0,481.0,medium
26.9,73.3,13.5,4.0,18.0,534.0,medium
33.1,64.9,9.1,8.8,0.0,443.0,medium
22.3,44.6,31.0,3.1,15.7,611.0,medium
29.6,65.7,24.6,0.0,1.5,587.0,medium
21.0,59.7,23.5,6.6,13.3,529.0,medium
30.0,47.7,18.2,8.1,19.6,420.0,medium
43.0,52.8,22.6,9.1,12.5,620.0,medium
32.1,87.8,29.9,3.0,28.8,807.0,high
32.7,67.8,13.5,11.4,18.8,509.0,medium
18.8,101.2,26.7,8.6,11.7,739.0,high
22.4,71.4,13.8,8.9,7.8,488.0,medium
22.9,29.5,22.1,6.7,16.1,392.0,low
30.7,73.3,12.2,1.1,8.5,496.0,medium
13.1,83.3,25.4,14.3,22.5,669.0,medium
27.3,50.7,12.1,8.5,14.5,400.0,low
29.7,14.4,23.6,5.0,34.3,372.0,low
34.2,54.7,24.5,3.0,0.0,546.0,medium
27.9,77.2,20.4,12.8,22.8,647.0,medium
25.0,22.6,30.1,4.2,6.9,464.0,medium
25.2,49.9,5.2,0.0,23.8,301.0,low
31.1,66.0,19.7,1.6,11.5,566.0,medium
3.2,48.0,1.0,9.2,20.8,165.0,low
10.6,101.8,16.9,8.1,12.1,626.0,medium
40.5,42.4,30.2,4.7,20.2,627.0,medium
26.9,57.8,22.1,11.6,0.0,565.0,medium
9.3,78.3,16.5,17.6,6.7,515.0,medium
12.6,69.7,28.0,13.7,4.3,557.0,medium
15.0,27.9,15.5,6.8,13.0,318.0,low
0.8,62.5,15.3,8.2,17.6,340.0,low
34.1,47.8,23.4,13.9,19.8,519.0,medium
15.2,44.5,27.1,0.0,31.8,509.0,medium
13.7,9.0,20.2,9.4,9.3,284.0,low
23.5,12.3,24.2,0.6,3.6,371.0,low
13.7,56.5,16.3,5.1,6.1,387.0,low
47.5,31.6,18.6,10.9,9.8,489.0,medium
42.2,33.9,7.1,6.9,11.3,391.0,low
10.4,41.6,21.9,6.0,2.4,379.0,low
22.1,23.2,10.0,5.2,6.0,282.0,low
40.6,71.2,18.1,8.1,17.1,591.0,medium
6.6,69.6,26.1,6.3,5.1,544.0,medium
26.8,25.3,10.0,6.2,24.8,281.0,low
28.1,49.4,17.8,7.3,22.0,447.0,medium
21.3,40.0,17.9,9.2,5.7,414.0,medium
18.8,60.7,18.5,5.6,16.8,460.0,medium
15.0,40.6,25.2,6.8,14.1,438.0,medium
31.0,26.0,24.8,9.4,23.5,396.0,low
41.6,15.0,22.2,8.9,4.7,457.0,medium
25.2,57.8,23.3,9.9,26.1,539.0,medium
28.9,41.0,11.0,10.0,36.6,410.0,medium
34.5,108.7,10.2,14.3,20.2,699.0,medium
32.0,58.4,0.0,9.5,1.4,385.0,low
17.8,40.5,25.4,13.2,17.1,460.0,medium
11.5,34.7,20.2,3.8,22.3,330.0,low
25.9,71.1,19.0,12.8,11.9,504.0,medium
15.2,77.8,2.0,10.0,8.1,372.0,low
14.7,78.7,24.4,5.5,6.6,628.0,medium
16.6,37.8,13.5,8.4,20.1,399.0,low
40.7,73.6,11.6,7.4,23.5,599.0,medium
26.9,12.5,15.8,7.9,4.4,300.0,low
29.1,45.0,24.1,4.5,33.1,517.0,medium
16.8,58.8,24.7,5.2,17.9,460.0,medium
18.9,67.5,9.3,8.2,13.3,405.0,medium
32.0,38.0,16.9,5.8,15.6,437.0,medium
34.8,41.5,8.5,4.3,0.0,381.0,low
14.5,32.8,15.7,11.1,2.8,362.0,low
21.3,94.1,26.3,5.4,14.0,676.0,medium
10.4,16.1,23.5,8.2,13.4,293.0,low
16.6,62.8,14.0,11.0,30.7,408.0,medium
24.7,53.7,33.2,6.3,17.9,618.0,medium
34.2,82.8,16.9,8.0,11.0,636.0,medium
18.6,31.6,17.7,12.4,3.5,380.0,low
38.6,63.1,18.4,5.8,24.3,564.0,medium
15.8,47.9,14.7,4.9,10.9,397.0,low
27.8,26.6,26.4,5.7,6.6,443.0,medium
29.4,62.7,25.0,6.8,0.0,552.0,medium
29.2,78.3,10.6,3.7,7.6,522.0,medium
19.2,73.9,21.3,9.4,6.2,610.0,medium
24.4,85.3,29.0,8.0,18.5,670.0,medium
22.6,93.2,26.3,0.0,7.8,717.0,high
21.2,39.2,34.9,4.8,0.0,578.0,medium
19.5,90.0,29.5,4.7,24.7,722.0,high
30.9,61.3,14.6,9.2,27.2,521.0,medium
31.3,54.4,8.6,6.4,0.3,423.0,medium
43.7,52.7,11.2,6.6,8.5,428.0,medium
17.1,43.6,16.6,11.2,12.1,426.0,medium
34.2,15.4,26.1,11.9,16.2,448.0,medium
25.0,65.9,22.8,17.6,13.7,524.0,medium
39.8,55.6,26.7,14.5,22.3,622.0,medium
45.5,49.2,23.7,8.4,21.6,552.0,medium
18.2,65.7,29.4,6.6,1.4,577.0,medium
28.1,88.5,29.0,16.8,8.8,718.0,high
25.8,63.7,10.9,5.5,21.8,471.0,medium
44.6,49.3,9.9,1.8,17.0,509.0,medium
30.9,15.6,19.7,0.9,22.6,347.0,low
12.0,54.6,19.8,3.3,24.4,469.0,medium
15.0,52.8,18.7,5.1,25.9,380.0,low
32.7,23.0,13.6,9.9,13.8,366.0,low
